arm,entry_date,exit_date,ticker,entry,stop,exit,realized,R,hold_days,reasons,sic2,group_n,group_rank,group_N,leader_rank_1m,leader_N_1m,leader_rank_3m,leader_N_3m,leader_rank_6m,leader_N_6m,etf,etf_rank,etf_N,dvol20,adr20
A0,2026-03-18,2026-03-19,PWR,578.98,570.62,561.2382,-390.28,-2.121,1,stop,17,5.0,,,176.0,1039,134.0,1034,143.0,1031,XLI,5.0,11.0,676048473.8545953,0.03685423350910214
A0,2026-03-16,2026-03-23,IMO,123.64,120.5,124.5555,95.76,0.29,7,partial;stop,,,,,285.0,1063,100.0,1058,204.0,1055,,,,101527776.68609299,0.028477320868476062
A0,2026-03-17,2026-03-23,FANG,186.84,182.33,186.7558,-5.92,-0.019,6,partial;stop,13,31.0,1.0,26.0,191.0,1053,223.0,1048,213.0,1045,XLE,1.0,11.0,689282854.4552094,0.035867869243795605
A0,2026-03-18,2026-03-23,EOG,137.14,136.3,135.7141,-135.17,-1.7,5,stop,13,31.0,1.0,26.0,136.0,1039,163.0,1034,344.0,1031,XLE,1.0,11.0,769513888.997267,0.02692905393696024
A0,2026-03-24,2026-03-26,TPL,545.54,527.05,526.5229,-342.4,-1.028,2,stop,67,23.0,12.0,25.0,191.0,1056,32.0,1052,59.0,1048,XLRE,6.0,11.0,310700977.1307589,0.044020240197611964
A0,2026-03-23,2026-03-27,GEV,895.82,860.0,859.14,-330.16,-1.024,4,stop,36,80.0,2.0,25.0,223.0,1056,113.0,1052,148.0,1048,XLK,7.0,11.0,2119884071.6855674,0.04317889103279425
A0,2026-03-23,2026-03-30,FTI,68.36,65.89,69.2993,131.75,0.382,7,partial;stop,35,54.0,6.0,25.0,156.0,1056,88.0,1052,79.0,1048,XLI,2.0,11.0,301468767.51644874,0.0360462570198349
A0,2026-03-25,2026-03-30,EQT,67.33,65.4,65.3346,-360.67,-1.034,5,stop,13,31.0,1.0,26.0,135.0,1060,211.0,1056,212.0,1052,XLE,1.0,11.0,597334837.2430266,0.03199906440922443
A0,2026-03-27,2026-03-31,BG,128.59,125.05,124.9249,-179.51,-1.035,4,stop,20,21.0,12.0,26.0,187.0,1046,92.0,1042,87.0,1038,XLP,4.0,11.0,252231316.11660236,0.0342928144048757
A0,2026-03-16,2026-04-02,MGY,29.77,29.0,31.0643,565.72,1.682,17,close<MA;partial,13,30.0,1.0,26.0,136.0,1063,116.0,1058,269.0,1055,XLE,1.0,11.0,94350211.64435777,0.030725493558519716
A0,2026-03-30,2026-04-06,WLK,116.58,113.59,116.711,14.94,0.045,7,partial;stop,28,71.0,7.0,24.0,87.0,1028,64.0,1024,121.0,1021,XLB,2.0,11.0,144255602.86974576,0.04626784634111698
A0,2026-04-07,2026-04-08,TRGP,253.65,247.47,237.1127,-827.04,-2.676,1,stop,49,11.0,4.0,23.0,247.0,989,137.0,983,112.0,980,XLU,3.0,11.0,374262890.6299666,0.02436459015041894
A0,2026-04-07,2026-04-13,CGON,69.42,67.01,66.8431,-365.83,-1.069,6,stop,,,,,98.0,989,44.0,983,71.0,980,,,,108907242.16415314,0.0480724000389911
A0,2026-04-08,2026-04-15,ADI,346.16,341.98,341.638,-162.64,-1.082,7,stop,36,71.0,2.0,23.0,293.0,951,214.0,946,185.0,942,XLK,7.0,11.0,1088732369.198122,0.027355023566795866
A0,2026-04-09,2026-04-15,JCI,140.78,138.59,138.4515,-211.95,-1.063,6,stop,35,50.0,6.0,22.0,332.0,949,201.0,944,260.0,940,XLI,5.0,11.0,477025528.5914195,0.02734540953425151
A0,2026-04-13,2026-04-15,PWR,593.17,582.25,581.6677,-241.6,-1.053,2,stop,17,5.0,,,389.0,921,102.0,915,215.0,911,XLI,4.0,11.0,628343831.524133,0.03440194530933314
A0,2026-04-14,2026-04-17,NFLX,103.77,103.04,96.2736,-929.38,-10.286,3,stop,78,1.0,,,323.0,932,266.0,926,672.0,922,XLC,8.0,11.0,3450931402.5806284,0.028036204637004996
A0,2026-04-21,2026-04-22,STNG,78.37,75.13,75.0509,-169.19,-1.023,1,stop,44,9.0,,,414.0,918,143.0,912,223.0,906,XLI,6.0,11.0,89237442.35263322,0.04137238086498886
A0,2026-04-20,2026-04-24,CZR,28.07,27.22,27.7922,-54.62,-0.325,4,partial;stop,70,7.0,,,740.0,948,371.0,942,338.0,936,XLY,9.0,11.0,107694600.05866198,0.030219364339170985
A0,2026-04-08,2026-04-30,KLAC,166.79,163.53,169.6378,216.8,0.877,22,partial;stop,38,49.0,12.0,23.0,101.0,951,243.0,946,157.0,942,XLV,9.0,11.0,1428133034.6386487,0.0417625263292309
A0,2026-05-01,2026-05-06,CE,68.84,67.08,63.4015,-1005.89,-3.091,5,stop,28,68.0,4.0,20.0,573.0,937,71.0,932,115.0,926,XLB,6.0,11.0,136905078.15637487,0.04225961380976426
A0,2026-04-29,2026-05-07,CVE,27.91,27.81,28.3764,212.24,4.787,8,partial;stop,13,29.0,2.0,19.0,648.0,925,90.0,919,104.0,913,XLE,1.0,11.0,241691441.13044935,0.02762006795794686
A0,2026-05-01,2026-05-07,GSAT,82.63,80.81,82.1578,-73.12,-0.261,6,partial;stop,48,18.0,11.0,20.0,166.0,937,180.0,932,57.0,926,XLC,10.0,11.0,181574966.09931034,0.02800313761524087
A0,2026-05-07,2026-05-08,VRSN,278.97,274.72,274.4453,-203.55,-1.065,1,stop,73,136.0,12.0,21.0,682.0,985,326.0,980,444.0,975,XLK,1.0,11.0,229519091.55803603,0.027923763002639435
A0,2026-05-14,2026-05-15,ARES,127.95,124.1,123.9759,-345.99,-1.032,1,stop,62,28.0,13.0,23.0,346.0,1052,704.0,1048,811.0,1041,XLF,9.0,11.0,377275509.8650765,0.04236483510041258
A0,2026-05-14,2026-05-19,APO,135.48,131.96,131.823,-339.66,-1.037,5,stop,62,28.0,13.0,23.0,257.0,1052,468.0,1048,591.0,1041,XLF,9.0,11.0,513385600.90679085,0.03329666587900787
A0,2026-04-17,2026-05-20,PWR,599.6,584.58,708.331,1196.05,7.24,33,close<MA;partial,17,5.0,,,547.0,944,121.0,939,226.0,934,XLI,6.0,11.0,593280488.255802,0.033410994325529575
A0,2026-05-01,2026-05-21,CASY,824.43,821.0,831.6844,108.76,2.112,20,partial;stop,55,7.0,,,305.0,937,140.0,932,152.0,926,XLY,8.0,11.0,619518225.4160823,0.024459100744823905
A0,2026-05-20,2026-05-21,SAIA,465.09,452.46,452.0075,-340.13,-1.036,1,stop,42,6.0,,,408.0,1040,288.0,1036,146.0,1028,XLI,9.0,11.0,183963126.30189925,0.044729359118690484
A0,2026-05-20,2026-05-27,RVMD,151.58,148.02,151.9436,29.7,0.102,7,partial;stop,28,70.0,8.0,22.0,401.0,1040,94.0,1036,57.0,1028,XLV,10.0,11.0,410012683.3422704,0.04503357159605833
A0,2026-05-26,2026-05-28,KLAC,193.86,191.43,191.2411,-167.91,-1.079,2,stop,38,59.0,10.0,22.0,406.0,1038,234.0,1034,192.0,1026,XLV,11.0,11.0,1946958465.0205352,0.03874501786372335
A0,2026-05-22,2026-06-01,TXN,310.6,303.0,297.0846,-527.11,-1.778,10,stop,36,90.0,1.0,21.0,83.0,1048,161.0,1044,114.0,1036,XLK,1.0,11.0,2266213173.75266,0.03160293147759522
A0,2026-06-02,2026-06-03,EVR,352.97,342.48,342.1375,-346.72,-1.033,1,stop,62,24.0,15.0,23.0,382.0,1025,420.0,1020,511.0,1010,XLF,4.0,11.0,158606198.83442518,0.033264912225822355
A0,2026-05-29,2026-06-04,AVGO,442.8,431.47,408.581,-923.98,-3.02,6,stop,36,92.0,1.0,23.0,422.0,1036,199.0,1030,506.0,1022,XLK,1.0,11.0,7828674527.000287,0.03573606999513994
A0,2026-06-03,2026-06-04,ROK,465.79,458.06,457.6019,-171.85,-1.059,1,stop,38,59.0,4.0,22.0,272.0,1026,371.0,1021,435.0,1011,XLV,9.0,11.0,375871045.56852055,0.025563794961290964
A0,2026-06-09,2026-06-11,ARES,131.83,127.25,127.118,-164.98,-1.028,2,stop,62,26.0,11.0,22.0,406.0,1009,348.0,1002,798.0,994,XLF,3.0,11.0,317952694.7506158,0.034790373767069414
A0,2026-06-11,2026-06-17,ARMK,54.62,53.63,53.6763,-153.62,-0.953,6,partial;stop,58,12.0,19.0,23.0,90.0,1010,180.0,1004,216.0,996,XLY,9.0,11.0,165943515.7440459,0.024088659473372964
A0,2026-06-16,2026-06-17,ROK,474.38,466.0,465.534,-168.08,-1.056,1,stop,38,52.0,5.0,23.0,589.0,1018,309.0,1009,446.0,1001,XLV,7.0,11.0,296992522.773468,0.025918195469564496
A0,2026-05-22,2026-06-22,CDNS,365.38,361.54,382.5714,567.48,4.478,31,end-of-test;partial,73,150.0,6.0,21.0,276.0,1048,248.0,1044,441.0,1036,XLK,1.0,11.0,834485951.2269053,0.031657404239063776
A0,2026-06-10,2026-06-22,BTSG,62.17,60.46,66.1229,371.38,2.308,12,end-of-test;partial,80,14.0,16.0,23.0,191.0,1006,139.0,1000,129.0,992,XLV,8.0,11.0,190184297.42065188,0.03248184314694806
A0,2026-06-15,2026-06-22,MS,219.38,216.85,227.63,453.8,3.262,7,end-of-test,62,27.0,9.0,23.0,305.0,1012,223.0,1005,383.0,997,XLF,2.0,11.0,1220259304.0314825,0.025370501437181413
A0,2026-06-18,2026-06-22,KEYS,364.36,357.71,370.9,156.87,0.982,4,end-of-test,38,54.0,6.0,23.0,535.0,1029,321.0,1021,159.0,1011,XLV,7.0,11.0,574748058.6149696,0.03851823538874871
A0,2026-06-18,2026-06-22,SUNB,86.03,83.37,83.59,-148.59,-0.918,4,end-of-test,73,154.0,9.0,23.0,391.0,1029,432.0,1021,,1011,XLK,1.0,11.0,234822852.64973933,0.030857059926213643
A1,2019-04-03,2019-04-09,ALXN,139.8,138.37,138.2316,-167.78,-1.097,6,stop,28,24.0,3.0,4.0,105.0,223,46.0,222,80.0,217,XLV,11.0,11.0,189890135.39749998,0.026355833461136274
A1,2019-04-15,2019-04-17,CYBR,122.22,121.31,121.1887,-128.14,-1.133,2,stop,73,44.0,2.0,4.0,71.0,198,11.0,198,10.0,194,XLK,1.0,11.0,105290459.047,0.03297075590639271
A1,2019-04-16,2019-04-22,FCX,13.99,13.65,13.633,-395.69,-1.039,6,stop,10,2.0,,,44.0,196,80.0,196,94.0,192,XLB,7.0,11.0,223996883.409,0.03045976649322099
A1,2019-04-17,2019-04-22,STX,51.22,49.89,49.8394,-411.77,-1.037,5,stop,35,8.0,,,73.0,192,44.0,192,59.0,188,XLK,1.0,11.0,139071322.181,0.026002615928279744
A1,2019-04-05,2019-04-26,SWKS,86.98,85.73,87.1993,38.7,0.179,21,partial;stop,36,17.0,1.0,4.0,93.0,216,56.0,216,110.0,210,XLK,1.0,11.0,136694309.9885,0.02516886808137133
A1,2019-04-05,2019-04-29,HES,61.99,60.87,63.697,414.33,1.52,24,close<MA;partial,29,3.0,,,72.0,216,53.0,216,148.0,210,XLE,7.0,11.0,174914365.3625,0.026167490577805264
A1,2019-04-30,2019-05-01,ACB,1117.12,1084.17,1083.0901,-408.31,-1.033,1,stop,28,22.0,5.0,5.0,102.0,192,36.0,192,60.0,190,XLV,11.0,11.0,164647381.64512548,0.029488187231197883
A1,2019-04-30,2019-05-01,SMAR,42.24,41.76,41.7182,-187.05,-1.087,1,stop,73,43.0,2.0,5.0,83.0,192,18.0,192,16.0,190,XLK,1.0,11.0,67101206.523,0.03932116377772193
A1,2019-04-23,2019-05-02,VEEV,137.4,133.95,137.8875,28.43,0.142,9,partial;stop,73,44.0,2.0,4.0,57.0,178,40.0,177,23.0,173,XLK,1.0,11.0,136211077.764,0.027364548249508663
A1,2019-05-01,2019-05-02,RNG,117.33,114.76,114.6452,-343.29,-1.045,1,stop,73,43.0,2.0,5.0,52.0,197,28.0,196,28.0,195,XLK,1.0,11.0,98372810.3995,0.027936065905124895
A1,2019-04-23,2019-05-06,CYBR,125.33,121.54,125.8872,29.78,0.148,13,partial;stop,73,44.0,2.0,4.0,62.0,178,8.0,177,5.0,173,XLK,1.0,11.0,109409334.602,0.03453576414484039
A1,2019-04-30,2019-05-06,LITE,62.76,61.21,61.2387,-367.28,-0.982,6,partial;stop,36,11.0,1.0,5.0,45.0,192,34.0,192,79.0,190,XLK,1.0,11.0,72071895.949,0.024728267814190758
A1,2019-05-03,2019-05-06,VEEV,142.35,140.56,137.9819,-463.25,-2.439,3,stop,73,43.0,2.0,5.0,31.0,217,27.0,215,21.0,214,XLK,1.0,11.0,140660183.551,0.02728385705644922
A1,2019-05-03,2019-05-06,RNG,117.58,115.22,115.0349,-325.45,-1.079,3,stop,73,43.0,2.0,5.0,58.0,217,33.0,215,27.0,214,XLK,1.0,11.0,99774925.66849999,0.02814471294014743
A1,2019-05-06,2019-05-07,ZS,69.57,66.79,66.7187,-202.41,-1.024,1,stop,73,43.0,2.0,5.0,130.0,216,17.0,214,11.0,213,XLK,1.0,11.0,117006223.43200001,0.040017783948338284
A1,2019-04-03,2019-05-10,LRCX,18.81,18.62,19.615,637.73,4.172,37,close<MA;partial,35,8.0,,,89.0,223,63.0,222,29.0,217,XLI,2.0,11.0,400164322.484,0.026796326528565888
A1,2019-04-23,2019-05-13,DELL,32.76,31.98,33.1391,95.49,0.475,20,partial;stop,35,6.0,,,58.0,178,13.0,177,,173,XLK,1.0,11.0,99592064.18515259,0.024082066884704347
A1,2019-05-09,2019-05-13,PAYC,208.42,202.62,202.4151,-198.1,-1.035,4,stop,73,46.0,2.0,5.0,26.0,254,42.0,252,14.0,251,XLK,1.0,11.0,132390038.052,0.027831038173923194
A1,2019-05-10,2019-05-13,ZS,70.06,68.23,68.166,-397.75,-1.037,3,stop,73,48.0,2.0,6.0,59.0,269,15.0,267,9.0,266,XLK,1.0,11.0,111842576.5095,0.04446320705365598
A1,2019-05-10,2019-05-13,SAFM,154.45,149.98,149.8341,-406.14,-1.034,3,stop,20,1.0,,,14.0,269,41.0,267,38.0,266,XLP,5.0,11.0,71248941.0375,0.028910852399954452
A1,2019-06-18,2019-06-19,MTCH,73.75,71.58,71.5084,-199.83,-1.033,1,stop,73,55.0,1.0,5.0,111.0,244,16.0,239,26.0,236,XLK,6.0,11.0,94403184.70099999,0.030018431531126953
A1,2019-06-20,2019-06-21,WIX,149.14,146.7,146.5533,-204.27,-1.06,1,stop,73,56.0,1.0,5.0,89.0,255,29.0,249,31.0,246,XLK,4.0,11.0,68623124.4365,0.027992959157111398
A1,2019-07-08,2019-07-09,SNAP,15.3,15.01,14.995,-202.55,-1.051,1,stop,73,43.0,1.0,4.0,30.0,206,17.0,201,6.0,200,XLK,3.0,11.0,335186661.871,0.03536453718531386
A1,2019-07-08,2019-07-09,TPX,18.87,18.63,18.6114,-198.89,-1.077,1,stop,25,1.0,,,58.0,206,26.0,201,33.0,200,XLY,6.0,11.0,63168306.361,0.026981448341096892
A1,2019-07-03,2019-07-10,SBGI,55.95,54.92,54.8651,-203.19,-1.054,7,stop,48,7.0,,,173.0,235,10.0,230,16.0,228,XLC,4.0,11.0,84773405.72,0.03068651051360133
A1,2019-07-09,2019-07-11,EXAS,119.92,116.7,116.5833,-197.02,-1.036,2,stop,80,4.0,,,33.0,204,24.0,199,31.0,198,XLV,8.0,11.0,135856606.88599998,0.02819022867384624
A1,2019-07-10,2019-07-11,Z,50.27,50.11,50.0599,-61.21,-1.313,1,stop,73,44.0,1.0,4.0,70.0,204,17.0,198,35.0,197,XLI,9.0,11.0,111304233.3805,0.03266367630629011
A1,2019-07-10,2019-07-16,VEEV,173.82,171.96,171.788,-170.99,-1.092,6,stop,73,44.0,1.0,4.0,76.0,204,19.0,198,25.0,197,XLK,5.0,11.0,255888074.76500002,0.027393745161766535
A1,2019-07-08,2019-07-19,PAYC,239.57,236.4,238.8609,-42.51,-0.224,11,partial;stop,73,43.0,1.0,4.0,56.0,206,25.0,201,25.0,200,XLK,3.0,11.0,150756644.7575,0.02822000314849889
A1,2019-07-19,2019-07-23,ZS,85.59,82.58,82.4967,-200.77,-1.027,4,stop,73,41.0,1.0,4.0,53.0,192,19.0,184,19.0,183,XLK,5.0,11.0,192612444.998,0.03512533245928377
A1,2019-07-10,2019-07-24,MKTX,344.95,343.95,348.5665,151.7,3.595,14,partial;stop,62,2.0,,,115.0,204,14.0,198,38.0,197,XLF,3.0,11.0,244326617.8025,0.026523294588478
A1,2019-07-19,2019-07-25,GOLD,17.37,17.03,17.2727,-57.2,-0.291,6,partial;stop,50,2.0,,,10.0,192,21.0,184,39.0,183,XLI,10.0,11.0,295557213.09000003,0.03260513444147656
A1,2019-07-16,2019-07-29,OKTA,138.41,134.1,138.9052,22.36,0.115,13,partial;stop,73,39.0,1.0,4.0,80.0,197,11.0,190,14.0,189,XLK,2.0,11.0,257130152.6605,0.03365170970073286
A1,2019-07-30,2019-07-31,AYX,123.12,119.0,118.881,-402.99,-1.029,1,stop,73,39.0,1.0,4.0,35.0,178,14.0,172,15.0,169,XLK,2.0,11.0,123536359.59250002,0.03350319316933544
A1,2019-07-08,2019-08-01,PAGS,40.86,40.22,43.5764,814.67,4.238,24,close<MA;partial,73,43.0,1.0,4.0,20.0,206,13.0,201,19.0,200,XLK,3.0,11.0,71759498.6895,0.03194294327092596
A1,2019-08-01,2019-08-02,SQ,82.74,80.69,70.7292,-2114.37,-5.841,1,stop,73,43.0,1.0,4.0,36.0,196,60.0,189,75.0,186,XLK,4.0,11.0,557423726.0109999,0.02485612180374131
A1,2019-08-01,2019-08-02,OLED,217.55,212.29,212.0731,-361.3,-1.04,1,stop,36,12.0,2.0,4.0,33.0,196,11.0,189,5.0,186,XLK,4.0,11.0,114572261.28050001,0.024187735761008064
A1,2019-08-01,2019-08-02,DXCM,40.04,38.78,37.2402,-853.93,-2.221,1,stop,38,9.0,,,75.0,196,13.0,189,88.0,186,XLV,6.0,11.0,110704355.80399999,0.03148642769865663
A1,2019-07-09,2019-08-05,PLAN,53.52,52.77,54.5246,255.29,1.332,27,close<MA;partial,73,41.0,1.0,4.0,39.0,204,8.0,199,13.0,198,XLK,4.0,11.0,138636218.7125,0.03831620782021113
A1,2019-07-12,2019-09-05,RH,123.24,120.36,137.7621,987.29,5.036,55,close<MA;partial,57,1.0,,,8.0,198,68.0,192,138.0,191,XLY,6.0,11.0,142627329.0,0.03662102809536274
A1,2019-09-30,2019-10-01,NWL,18.86,18.59,18.5714,-205.23,-1.069,1,stop,30,2.0,,,58.0,299,22.0,299,56.0,290,XLB,9.0,11.0,79551300.2335,0.026810515466404717
A1,2019-10-15,2019-10-16,KLAC,16.28,15.96,15.942,-306.63,-1.049,1,stop,38,10.0,1.0,6.0,31.0,241,9.0,240,27.0,231,XLV,7.0,11.0,229389376.78999996,0.02428970015413307
A1,2019-10-16,2019-10-18,DOCU,68.18,66.04,65.974,-401.15,-1.031,2,stop,73,58.0,3.0,4.0,17.0,233,12.0,232,36.0,223,XLK,3.0,11.0,221325692.9395,0.03135986362960186
A1,2019-09-05,2019-10-21,TER,54.41,54.25,59.4819,1309.73,32.656,46,close<MA;partial,38,10.0,2.0,6.0,100.0,286,48.0,284,47.0,275,XLV,9.0,11.0,93344342.0805,0.025531180549662396
A1,2019-10-15,2019-10-30,MDCO,53.24,52.07,54.1362,244.69,0.761,15,partial;stop,28,23.0,4.0,6.0,18.0,241,6.0,240,5.0,231,XLV,7.0,11.0,101689638.87775001,0.0368088740439689
A1,2019-10-15,2019-10-30,KBH,34.7,34.22,35.1808,199.97,0.982,15,partial;stop,15,1.0,,,12.0,241,10.0,240,20.0,231,XLI,6.0,11.0,84085367.863,0.024369723898589525
A1,2019-10-21,2019-10-30,JWN,35.86,35.01,36.2286,152.84,0.441,9,partial;stop,56,5.0,,,23.0,232,18.0,230,151.0,225,XLY,7.0,11.0,87295422.365,0.032810528204586444
A1,2019-10-23,2019-10-30,SEDG,90.59,86.97,86.883,-400.41,-1.024,7,stop,36,18.0,3.0,5.0,112.0,230,5.0,228,6.0,223,XLK,9.0,11.0,110927036.432,0.04045913482766601
A1,2019-10-23,2019-10-30,APO,40.93,39.88,40.9072,-8.52,-0.023,7,partial;stop,62,7.0,,,87.0,230,34.0,228,33.0,223,XLF,5.0,11.0,80183260.893,0.028691037263158976
A1,2019-09-06,2019-11-04,RH,149.91,145.08,175.4087,1963.42,5.284,59,close<MA;partial,57,3.0,,,80.0,273,7.0,271,121.0,261,XLY,3.0,11.0,86533888.82000001,0.032190373695648984
A1,2019-11-04,2019-11-05,DOCU,68.24,67.62,67.5524,-145.39,-1.109,1,stop,73,53.0,7.0,7.0,99.0,237,5.0,235,45.0,230,XLK,1.0,11.0,148150334.219,0.033382136403506575
A1,2019-11-04,2019-11-05,TPR,26.67,26.35,25.8841,-425.71,-2.471,1,stop,31,3.0,,,132.0,237,164.0,235,164.0,230,XLY,7.0,11.0,108666663.7835,0.026908749625474394
A1,2019-11-04,2019-11-06,MOS,20.92,20.85,20.8292,-61.15,-1.309,2,stop,28,22.0,5.0,7.0,127.0,237,188.0,235,170.0,230,XLB,10.0,11.0,76156708.45199999,0.03327294346759006
A1,2019-11-07,2019-11-08,NVDA,5.29,5.16,5.1583,-201.15,-1.04,1,stop,36,22.0,4.0,6.0,65.0,264,18.0,262,52.0,256,XLK,2.0,11.0,1583501004.303,0.026061704181760258
A1,2019-11-05,2019-11-12,FL,45.5,44.82,45.6638,53.72,0.249,7,partial;stop,56,5.0,,,125.0,248,87.0,246,188.0,240,XLY,8.0,11.0,79242371.7315,0.02448307856419297
A1,2019-11-05,2019-11-13,SKX,38.97,38.0,38.9551,-5.15,-0.014,8,partial;stop,31,3.0,,,149.0,248,82.0,246,40.0,240,XLY,8.0,11.0,68523090.1855,0.026397781644450623
A1,2019-11-12,2019-11-13,NVDA,5.3,5.21,5.2026,-259.61,-1.058,1,stop,36,20.0,5.0,7.0,77.0,279,21.0,278,44.0,272,XLK,3.0,11.0,1540345162.3804002,0.026100378047376777
A1,2019-11-12,2019-11-13,KLAC,17.56,17.36,17.3476,-174.8,-1.089,1,stop,38,15.0,3.0,7.0,108.0,279,31.0,278,8.0,272,XLV,5.0,11.0,232179133.6375,0.02588078493696678
A1,2019-11-15,2019-11-18,KLAC,17.9,17.71,17.6933,-167.53,-1.093,3,stop,38,13.0,2.0,6.0,90.0,273,33.0,271,15.0,267,XLV,6.0,11.0,224804020.796,0.024346202445062366
A1,2019-11-20,2019-11-21,RNG,174.3,170.11,169.9399,-196.39,-1.041,1,stop,73,58.0,5.0,6.0,115.0,266,46.0,262,27.0,257,XLK,2.0,11.0,212846922.534,0.036525282959214
A1,2019-11-01,2019-11-22,APO,42.1,41.05,42.532,148.12,0.412,21,close<MA;partial,62,3.0,,,42.0,222,16.0,220,33.0,215,XLF,5.0,11.0,76768720.69549999,0.024980542157237343
A1,2019-11-20,2019-12-02,NVDA,5.34,5.21,5.3771,54.96,0.287,12,partial;stop,36,21.0,4.0,6.0,127.0,266,53.0,262,31.0,257,XLK,2.0,11.0,1806929242.9786,0.024717402298131554
A1,2019-11-21,2019-12-02,ALGN,273.13,267.43,274.2443,36.68,0.195,11,partial;stop,38,12.0,2.0,6.0,22.0,267,11.0,263,190.0,257,XLV,4.0,11.0,237372159.51800004,0.027499156159062278
A1,2019-11-21,2019-12-02,DOCU,69.96,69.2,70.4313,95.69,0.619,11,partial;stop,73,56.0,5.0,6.0,121.0,267,8.0,263,52.0,257,XLK,2.0,11.0,103124825.05999999,0.026488811345735035
A1,2019-11-04,2019-12-03,PVH,93.46,90.93,94.3706,137.89,0.358,29,partial;stop,23,4.0,,,101.0,237,52.0,235,201.0,230,XLY,7.0,11.0,78231906.2235,0.027083401326065022
A1,2019-12-02,2019-12-03,BHC,28.67,28.34,28.002,-332.67,-2.029,1,stop,28,31.0,1.0,3.0,56.0,209,29.0,206,35.0,202,XLV,3.0,11.0,114187893.201,0.024036181397069315
A1,2019-12-04,2019-12-05,REGN,372.96,367.57,367.2024,-218.89,-1.068,1,stop,28,28.0,1.0,3.0,29.0,203,32.0,200,45.0,196,XLV,2.0,11.0,325528656.67450005,0.027080969848497744
A1,2019-12-11,2019-12-12,X,14.45,13.85,13.7263,-457.3,-1.205,1,stop,33,2.0,,,82.0,161,56.0,158,70.0,153,XLB,4.0,11.0,157314782.5845,0.042518651779440406
A1,2019-12-06,2019-12-16,CPRI,38.1,37.3,38.3295,86.31,0.292,10,partial;stop,31,2.0,,,66.0,189,23.0,185,64.0,180,XLY,10.0,11.0,100966477.6225,0.03273467427921743
A1,2019-12-13,2019-12-16,PVH,105.94,104.24,104.1358,-199.81,-1.061,3,stop,23,4.0,,,58.0,166,44.0,163,48.0,160,XLY,9.0,11.0,107823048.507,0.024829858293703398
A1,2019-12-18,2019-12-19,PVH,107.1,105.08,104.9749,-280.11,-1.052,1,stop,23,4.0,,,84.0,172,47.0,169,45.0,165,XLY,8.0,11.0,110185879.68399999,0.025013215876105072
A1,2019-11-25,2019-12-20,ZBRA,249.08,243.61,250.1008,59.28,0.187,25,partial;stop,35,11.0,3.0,6.0,61.0,251,52.0,248,31.0,242,XLI,2.0,11.0,130045148.501,0.026045117981354053
A1,2019-12-27,2019-12-30,LITE,79.87,78.83,78.7512,-199.11,-1.076,3,stop,36,8.0,,,51.0,149,25.0,149,24.0,146,XLK,2.0,11.0,123961625.0915,0.025601143201162375
A1,2019-12-31,2020-01-02,ICPT,125.12,122.5,121.1587,-448.19,-1.511,2,stop,28,24.0,1.0,3.0,34.0,145,9.0,145,17.0,142,XLV,2.0,11.0,94709765.8215,0.0444376002910318
A1,2019-12-31,2020-01-02,TDOC,84.15,82.38,82.2976,-311.88,-1.046,2,stop,80,3.0,,,96.0,145,43.0,145,42.0,142,XLV,2.0,11.0,82611629.388,0.02913517914844191
A1,2020-01-02,2020-01-03,DXC,38.23,37.17,36.0739,-383.47,-2.04,1,stop,73,33.0,3.0,3.0,80.0,137,29.0,137,123.0,134,XLK,1.0,11.0,131974532.024,0.027623166571074286
A1,2020-01-07,2020-01-13,DXCM,57.62,56.25,56.1962,-195.41,-1.041,6,stop,38,8.0,,,102.0,137,26.0,137,18.0,132,XLV,2.0,11.0,186610312.4355,0.030606925986991503
A1,2020-01-13,2020-01-16,CHWY,30.65,29.57,29.5373,-195.95,-1.027,3,stop,59,4.0,,,38.0,146,73.0,146,97.0,141,XLY,6.0,11.0,89018431.5295,0.035359092895727785
A1,2020-01-16,2020-01-17,DVN,26.94,26.39,26.3586,-201.25,-1.048,1,stop,13,14.0,3.0,3.0,53.0,136,41.0,135,59.0,130,XLE,10.0,11.0,155639277.0955,0.026090972552644243
A1,2020-01-21,2020-01-27,SEDG,106.25,103.91,104.895,-110.79,-0.578,6,partial;stop,36,7.0,,,42.0,140,47.0,139,13.0,134,XLK,1.0,11.0,90097734.2485,0.03332237274781934
A1,2020-01-22,2020-01-27,STNE,43.61,42.61,41.4185,-423.64,-2.187,5,stop,73,33.0,2.0,3.0,62.0,144,59.0,143,48.0,138,XLK,1.0,11.0,62611493.267,0.03495107840569934
A1,2020-01-23,2020-01-27,WDC,70.57,68.64,66.2037,-441.04,-2.262,4,stop,35,1.0,,,29.0,137,70.0,136,39.0,131,XLK,1.0,11.0,311984125.34749997,0.027642585377155617
A1,2019-12-13,2020-01-28,NVDA,5.63,5.55,5.9907,862.68,4.557,46,close<MA;partial,36,8.0,,,72.0,166,30.0,163,18.0,160,XLK,2.0,11.0,1974492680.9473999,0.025079687967061153
A1,2019-12-12,2020-01-30,AMD,41.83,40.65,45.5194,590.02,3.123,49,close<MA;partial,36,7.0,,,46.0,155,22.0,152,35.0,148,XLK,2.0,11.0,2013265914.0904999,0.028229441452764643
